text-small,attach-card href,f-m-20,f-m-20 2,d-iblock href,d-iblock,d-iblock href 2,d-iblock 2,d-iblock href 3,d-iblock 3,d-iblock href 4,d-iblock 4,d-iblock href 5,d-iblock 5
"30 Okt 2025
					11:08:42",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220175340-58676-0/FinancialStatement-2025-III-TOWR.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],TOWR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220175340-58676-0/FinancialStatement-2025-III-TOWR.xlsx,FinancialStatement-2025-III-TOWR.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220175340-58676-0/FS%20PT%20Sarana%20Menara%20Nusantara%20Tbk%2030%20Sep%202025.pdf,FS PT Sarana Menara Nusantara Tbk 30 Sep 2025.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220175340-58676-0/inlineXBRL.zip,inlineXBRL.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220175340-58676-0/instance.zip,instance.zip,,
"30 Okt 2025
					18:53:51",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/778a7875b1_116e244ce2.pdf,"Penandatanganan Perubahan Perjanjian Kredit atas Perjanjian Kredit antara Protelindo, Iforte, SUPR, IBST sebagai Peminjam dengan PT Bank CIMB Niaga Tbk []",TOWR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/9415602c1e_b2f85e9e6f.pdf,20251030_TOWR_Laporan Informasi dan Fakta Material_31980937_lamp1.pdf,,,,,,,,
"01 Okt 2025
					17:15:14",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f782a1fbd9_91ae420ce1.pdf,Transaksi Afiliasi [],UNTR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/16d9a17a01_8d56d8f939.pdf,20251001_UNTR_Informasi Transaksi Afiliasi_31953549_lamp1.pdf,,,,,,,,
"03 Okt 2025
					16:19:42",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/bb7afa72cb_62f03937a9.pdf,Transaksi Afiliasi [],UNTR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/430294c269_bf46ac43c9.pdf,20251003_UNTR_Informasi Transaksi Afiliasi_31954265_lamp1.pdf,,,,,,,,
"06 Okt 2025
					14:51:07",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/e8858a13a0_655621e0a5.pdf,Laporan Bulanan Registrasi Pemegang Efek [],UNTR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/3bb183b06f_b05850fbe0.pdf,20251006_UNTR_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31964598_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/687f340e7d_119f5d9ae5.pdf,20251006_UNTR_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31964598_lamp3.pdf,,,,,,
"10 Okt 2025
					15:24:50",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/8ac688f4e2_b95d6a6c1d.pdf,Laporan Bulanan Aktivitas Eksplorasi [],UNTR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/2297b467dd_bcb7562df3.pdf,20251010_UNTR_Laporan Bulanan Aktivitas Eksplorasi_31966591_lamp1.pdf,,,,,,,,
"15 Okt 2025
					00:00:54",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/cca1e56eac_aa2882454c.pdf,Penjelasan atas Pemberitaan Media Massa [],UNTR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f9a3b0f179_b188a0556a.pdf,20251014_UNTR_Tanggapan atas Permintaan Penjelasan Bursa_31967474_lamp1.pdf,,,,,,,,
"15 Okt 2025
					07:38:16",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/b95c5cfc14_d1d783b815.pdf,Perubahan Corporate Secretary [],UNTR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/5358a6251b_c5855c3b88.pdf,20251015_UNTR_Perubahan Corsec Komite Audit Alamat NPWP Internal Audit_31967475_lamp1.pdf,,,,,,,,
"30 Okt 2025
					17:50:57",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/20251030180340-58905-0/FinancialStatement-2025-III-UNTR.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],UNTR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/20251030180340-58905-0/FinancialStatement-2025-III-UNTR.xlsx,FinancialStatement-2025-III-UNTR.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/20251030180340-58905-0/FS%20UNTR%200925.pdf,FS UNTR 0925.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/20251030180340-58905-0/inlineXBRL.zip,inlineXBRL.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/20251030180340-58905-0/instance.zip,instance.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/20251030180340-58905-0/Laporan%20Perkembangan%20Usaha%203Q%202025%20.pdf,Laporan Perkembangan Usaha 3Q 2025 .pdf
"30 Okt 2025
					18:29:19",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/4f11085e25_370adadb27.pdf,Rencana Pembelian Kembali Saham dalam Kondisi Pasar yang Berfluktuasi Secara Signifikan [],UNTR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/6ef140c7af_2a58d2396f.pdf,20251030_UNTR_Laporan Informasi dan Fakta Material_31980939_lamp1.pdf,,,,,,,,
"30 Okt 2025
					18:39:03",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/921e9dce3b_920314eea8.pdf,Rencana Pembelian Kembali Saham dalam Kondisi Pasar yang Berfluktuasi Secara Signifikan (KOREKSI) [],UNTR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/487f4b7511_7861e3655b.pdf,20251030_UNTR_Laporan Informasi dan Fakta Material_31980952_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/5f4e5d5bfa_2a68855335.pdf,20251030_UNTR_Laporan Informasi dan Fakta Material_31980952_lamp2.pdf,,,,,,
"31 Okt 2025
					00:03:15",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/99b2c5d0a1_c9236b1bd3.pdf,Penjelasan atas Pemberitaan Media Massa [],UNTR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/e8b6ea658e_25d7b3383e.pdf,20251031_UNTR_Tanggapan atas Permintaan Penjelasan Bursa_31980975_lamp1.pdf,,,,,,,,
"01 Okt 2025
					09:24:28",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/e192e63bbb_1d14148efa.pdf,Rencana Penyelenggaraan Public Expose - Tahunan [],UNVR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/1891c9e010_3dacf54355.pdf,20251001_UNVR_Public Expose_31953469_lamp1.pdf,,,,,,,,
"02 Okt 2025
					16:55:58",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/14a30175fe_4c3af92897.pdf,Laporan Kepemilikan Saham [],UNVR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/5f2731e347_a4e6b7c5f8.pdf,20251002_UNVR_Pengumuman Bursa_31953911_lamp1.pdf,,,,,,,,
"09 Okt 2025
					17:45:14",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/5d2dc18e35_a980b360cf.pdf,Laporan Kepemilikan Saham [],UNVR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/83c65d0b17_8c386cc10e.pdf,20251009_UNVR_Pengumuman Bursa_31966331_lamp1.pdf,,,,,,,,
"10 Okt 2025
					14:47:41",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/1524365962_0eb0b412dc.pdf,Laporan Bulanan Registrasi Pemegang Efek [],UNVR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/238aaef943_00b8f3ee19.pdf,20251010_UNVR_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31966626_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/86a98bd99d_0bf8bf6ee4.pdf,20251010_UNVR_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31966626_lamp1.pdf,,,,,,
"10 Okt 2025
					17:39:27",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/da31461abd_79a3547e35.pdf,Penyampaian Materi Public Expose - Tahunan [],UNVR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/83106c88a5_4efe4d3498.pdf,20251010_UNVR_Public Expose_31966836_lamp1.pdf,,,,,,,,
"17 Okt 2025
					20:13:57",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/aa8ae7ea04_22ebf3d0b5.pdf,Ringkasan Risalah Rapat Umum Para Pemegang Saham Luar Biasa [],UNVR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/0c40740072_009ba72c49.pdf,20251017_UNVR_Ringkasan Risalah/Risalah RUPS_31968240_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/2d0318b84a_eb573d8422.pdf,20251017_UNVR_Ringkasan Risalah/Risalah RUPS_31968240_lamp1.pdf,,,,,,
"20 Okt 2025
					23:42:18",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/ca8f101aea_4bd87bd404.pdf,Laporan Hasil Public Expose - Tahunan [],UNVR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/b566752169_d7867c9af9.pdf,20251020_UNVR_Public Expose_31978581_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f9df8b0642_9f595eccea.pdf,20251020_UNVR_Public Expose_31978581_lamp2.pdf,,,,,,
"23 Okt 2025
					07:08:11",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220144713-57858-0/FinancialStatement-2025-III-UNVR.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],UNVR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220144713-57858-0/Checklist%20UNVR%20Q3%202025.pdf,Checklist UNVR Q3 2025.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220144713-57858-0/Director%20Statement%20UNVR%20Q3%202025.pdf,Director Statement UNVR Q3 2025.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220144713-57858-0/FinancialStatement-2025-III-UNVR.xlsx,FinancialStatement-2025-III-UNVR.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220144713-57858-0/inlineXBRL.zip,inlineXBRL.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220144713-57858-0/instance.zip,instance.zip
"24 Okt 2025
					16:48:41",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202512/9482ba3619_9f7304bc2e.pdf,Saham Hilang [],UNVR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202512/ce9bcf78f7_909f0780df.pdf,20251024_UNVR_Pengumuman Bursa_31979534_lamp1.pdf,,,,,,,,
"27 Okt 2025
					18:37:33",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/9c154f0d56_5e1c66e8c2.pdf,Laporan Hasil Public Expose - Tahunan (KOREKSI) [],UNVR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/7700567732_91071cc210.pdf,20251027_UNVR_Public Expose_31979954_lamp3.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/bf32258c55_a476063117.pdf,20251027_UNVR_Public Expose_31979954_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f699d98013_b1d73231b2.pdf,20251027_UNVR_Public Expose_31979954_lamp2.pdf,,,,
"01 Okt 2025
					15:21:35",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/0c422aafc6_bc42d721a7.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,,,,,,,
"01 Okt 2025
					15:22:18",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/029d5187f6_1decc43f6a.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"02 Okt 2025
					16:42:34",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/b631c51764_595d6028dd.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,,,,,,,
"02 Okt 2025
					16:46:20",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/273ed08748_64b0bb61bc.pdf,Perubahan Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"02 Okt 2025
					16:48:36",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/2602dbc708_4529004a9c.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"03 Okt 2025
					16:04:05",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/698562e095_542acee1dc.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"06 Okt 2025
					16:55:12",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/d77873c65e_f96f33c7c7.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,,,,,,,
"06 Okt 2025
					17:09:42",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/4dd78eeada_ba0aedb518.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"07 Okt 2025
					16:45:17",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/07205f9af6_660950b61f.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,,,,,,,
"07 Okt 2025
					16:45:37",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/7449656167_a64298a653.pdf,Perubahan Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"07 Okt 2025
					16:46:07",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/7df9a751ec_1dbd5ecb71.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"08 Okt 2025
					16:45:48",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/a9521a5b47_3c9ee931c2.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"08 Okt 2025
					16:49:50",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/99cf4189f7_4ae49cedff.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,,,,,,,
"08 Okt 2025
					16:52:53",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/34b21c5632_317e1f7aa7.pdf,Pengumuman Status Penyampaian Laporan Keuangan Interim per 30 Juni 2025 [],,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f547cf50c2_0ef60ed6f3.pdf,20251008_Pengumuman Bursa_31965660_lamp1.pdf,,,,,,,,
"09 Okt 2025
					11:40:34",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/53ee1f361c_71f88d4831.pdf,Pembukaan Penghentian Sementara Perdagangan Efek [],,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/947c86e99c_9749b0f98c.pdf,20251009_Suspensi dan Pembukaan Suspensi_31966139_lamp1.pdf,,,,,,,,
"09 Okt 2025
					16:41:51",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/0526fe4c7a_fb91ad53fc.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"09 Okt 2025
					16:42:51",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/b84ab3d82e_a8c3a8c76b.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,,,,,,,
"09 Okt 2025
					19:45:07",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/7918c6369e_36844b8cbd.pdf,Pencatatan Tambahan Waran Terstruktur Call Warrant PANI ZP Exp 30 April 2026 (PANIZPCJ6A) PT Maybak Sekuritas Indonesia (ZP) [],,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/1754583c3b_468cb074dc.pdf,20251009_Pengumuman Bursa_31966390_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/a29bfc84a4_0127456f37.pdf,20251009_Pengumuman Bursa_31966390_lamp2.pdf,,,,,,
"10 Okt 2025
					17:40:35",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/43b69a5de8_c982614490.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,,,,,,,
"10 Okt 2025
					17:41:28",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/3bed54e095_1c632b328f.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"13 Okt 2025
					17:31:57",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/5404c65bf1_10604ab269.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,,,,,,,
"13 Okt 2025
					17:38:49",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/080d623bd5_119fea97ae.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"14 Okt 2025
					13:21:42",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/6b8667f50d_7a0988c9fb.pdf,Pembukaan Penghentian Sementara Perdagangan Efek [],,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/6854a8efdf_ec92ac3428.pdf,20251014_Suspensi dan Pembukaan Suspensi_31967287_lamp1.pdf,,,,,,,,
"14 Okt 2025
					16:26:28",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/4093edf1b4_1a793a06b0.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,,,,,,,
"15 Okt 2025
					15:55:22",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/5d5480431e_b8e8bc626d.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"15 Okt 2025
					16:04:06",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/858fcf19ef_1103ba64fb.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,,,,,,,
"16 Okt 2025
					15:53:36",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/e0cc98a6b4_f4c60711de.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"16 Okt 2025
					15:54:00",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f88324367c_fb95cbea7e.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,,,,,,,
"17 Okt 2025
					16:12:00",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/fab4bb57b4_0aee716389.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"17 Okt 2025
					16:12:28",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/3388975f77_8597708f58.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,,,,,,,
"20 Okt 2025
					08:28:29",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/60567ee98a_dfcdf18f79.pdf,Kode Efek Waran Terstruktur PT KGI Sekuritas Indonesia (HD) [],,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/d069215f94_624e887eb5.pdf,20251017_Pengumuman Bursa_31968136_lamp1.pdf,,,,,,,,
"20 Okt 2025
					18:15:37",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/632ed1a064_4b63355e36.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"20 Okt 2025
					18:17:39",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/5d4745116f_e7e4418a15.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,,,,,,,
"21 Okt 2025
					16:10:15",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/17a8c4f18a_f4108a6279.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,,,,,,,
"21 Okt 2025
					16:10:39",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/979449950c_981bc4b6f6.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"22 Okt 2025
					09:06:44",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/264224a0e1_c4e4e97334.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus (KOREKSI) [],,,,,,,,,,,
"22 Okt 2025
					16:34:21",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/1bd326e87d_dc87939893.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,,,,,,,
"23 Okt 2025
					16:31:12",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/4cae671c7e_0e50900743.pdf,Perubahan Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"24 Okt 2025
					16:16:29",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/d93b38e28f_ee46677bd6.pdf,Efek Bersifat Ekuitas Dalam Pemantauan Khusus [],,,,,,,,,,,
"24 Okt 2025
					16:17:23",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/54d495cc0a_6e1b78a211.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,,,,,,,
"27 Okt 2025
					13:50:03",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/b1e9c98c66_bd58f9c741.pdf,Pembukaan Penghentian Sementara Perdagangan Efek [],,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/742cd4f0fd_0d41e0d7f1.pdf,20251027_Suspensi dan Pembukaan Suspensi_31979789_lamp1.pdf,,,,,,,,
"27 Okt 2025
					16:28:21",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/91841ddc75_8fb9baf988.pdf,Pencabutan Efek Bersifat Ekuitas Dari Pemantauan Khusus [],,,,,,,,,,,
