text-small,attach-card href,f-m-20,f-m-20 2,d-iblock href,d-iblock,d-iblock href 2,d-iblock 2,d-iblock href 3,d-iblock 3,d-iblock href 4,d-iblock 4,d-iblock href 5,d-iblock 5
"27 Okt 2025
					21:39:46",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/856d980039_4abd1d6a4a.pdf,Laba ANTAM Melonjak Signifikan 197% Pada Sembilan Bulan Pertama Tahun 2025 [],ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/9d805eb01d_e5500c35d7.pdf,20251027_ANTM_Laporan Informasi dan Fakta Material_31979970_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/b6fd517ffe_d6f76178ea.pdf,20251027_ANTM_Laporan Informasi dan Fakta Material_31979970_lamp2.pdf,,,,,,
"27 Okt 2025
					21:47:15",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/2f4c5bdcca_bc80e7dbdd.pdf,Penyampaian Laporan Kuartalan Periode Triwulan III Tahun 2025 [],ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/2821552515_91940db634.pdf,20251027_ANTM_Laporan Informasi dan Fakta Material_31979972_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/d42268c970_21dada37cd.pdf,20251027_ANTM_Laporan Informasi dan Fakta Material_31979972_lamp2.pdf,,,,,,
"28 Okt 2025
					16:32:28",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/a0b9a6c9d0_8fffb4a81c.pdf,ANTAM dan PT Gag Nikel Raih Penghargaan di Subroto Award 2025 [],ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/05970677c9_f2ed862cff.pdf,20251028_ANTM_Laporan Informasi dan Fakta Material_31980182_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/a20a78de92_68e9de3622.pdf,20251028_ANTM_Laporan Informasi dan Fakta Material_31980182_lamp1.pdf,,,,,,
"30 Okt 2025
					16:31:54",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/2c76a57921_410f62e2f8.pdf,ANTAM - BRIN Tandatangani Nota Kesepahaman untuk Tingkatkan Kualitas Sumber Daya Alam [],ANTM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/2cdeeb48c4_f6367f4f22.pdf,20251030_ANTM_Laporan Informasi dan Fakta Material_31980871_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/49ef3ab55f_ae0dc3be64.pdf,20251030_ANTM_Laporan Informasi dan Fakta Material_31980871_lamp2.pdf,,,,,,
"09 Okt 2025
					09:59:26",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/49b5719c8f_02cec4abd5.pdf,Laporan Bulanan Registrasi Pemegang Efek [],ARTO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/2ac51f5ce2_85dca1f199.pdf,20251008_ARTO_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31965829_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/c2a576438e_65d91747cb.pdf,20251008_ARTO_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31965829_lamp2.pdf,,,,,,
"29 Okt 2025
					15:33:51",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220174639-58744-0/FinancialStatement-2025-III-ARTO.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],ARTO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220174639-58744-0/Bapepam%20Checklist%2030%20September%202025_signed.pdf,Bapepam Checklist 30 September 2025_signed.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220174639-58744-0/FINAL_Dirstat%20300925.pdf,FINAL_Dirstat 300925.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220174639-58744-0/FINAL_LKFS_PT%20Bank%20Jago%20Tbk_300925%20(combined).pdf,FINAL_LKFS_PT Bank Jago Tbk_300925 (combined).pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220174639-58744-0/FinancialStatement-2025-III-ARTO.xlsx,FinancialStatement-2025-III-ARTO.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220174639-58744-0/inlineXBRL.zip,inlineXBRL.zip
"29 Okt 2025
					15:39:49",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/6dc41286e5_3541c3e475.pdf,Siaran Pers [],ARTO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/71a9f1da98_38c82313de.pdf,20251029_ARTO_Laporan Informasi dan Fakta Material_31980503_lamp3.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/83a282d9d4_0199e2549b.pdf,20251029_ARTO_Laporan Informasi dan Fakta Material_31980503_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f47900a533_c2a5b8f758.pdf,20251029_ARTO_Laporan Informasi dan Fakta Material_31980503_lamp2.pdf,,,,
"30 Okt 2025
					09:20:52",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/a5456a68f8_ab9a1360b7.pdf,Penyampaian Bukti Iklan Informasi Laporan Keuangan Interim [],ARTO,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/1c860a0c8d_8b7233fda4.pdf,20251029_ARTO_Penyampaian Bukti Iklan_31980517_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/82955440ea_09bc0328f3.pdf,20251029_ARTO_Penyampaian Bukti Iklan_31980517_lamp1.pdf,,,,,,
"01 Okt 2025
					08:21:21",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/9a8e97a958_7b2b51f59c.pdf,"Penyelesaian Transaksi Pembelian 83,67% Saham PT Mega Manunggal Property Tbk oleh PT Saka Industrial Arjaya []",ASII,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/67ee8ba0dc_9e420fedec.pdf,20251001_ASII_Laporan Informasi dan Fakta Material_31953444_lamp1.pdf,,,,,,,,
"03 Okt 2025
					17:09:40",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/2655d87188_cffdac3e01.pdf,Jadwal Dividen Tunai Interim [],ASII,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/090c157825_012451f13a.pdf,20251003_ASII_Jadwal Aksi Korporasi (Khusus Penyampaian Dividen Interim)_31954126_lamp1.pdf,,,,,,,,
"03 Okt 2025
					17:10:29",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/eb7c1d4e8b_0bba097242.pdf,Pembagian dividen interim [],ASII,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/8b5b78788c_a69618d5a8.pdf,20251003_ASII_Laporan Informasi dan Fakta Material_31954256_lamp1.pdf,,,,,,,,
"08 Okt 2025
					16:33:26",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/4233c43998_67a1e06b25.pdf,Laporan Bulanan Registrasi Pemegang Efek [],ASII,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/dfea3abb65_59bbfbd669.pdf,20251003_ASII_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31954150_lamp1.pdf,,,,,,,,
"13 Okt 2025
					18:56:11",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/482fd5f33f_df39981961.pdf,Pemberitahuan Rencana Rapat Umum Pemegang Saham Luar Biasa [],ASII,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/0c97d7e697_cebe78e12a.pdf,20251013_ASII_Pengumuman RUPS_31966979_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/43abe17268_eba6b98b6f.pdf,20251013_ASII_Pengumuman RUPS_31966979_lamp2.pdf,,,,,,
"13 Okt 2025
					19:12:17",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/d2455c98fe_816627277d.pdf,Pengunduran Diri Anggota Dewan Komisaris dan Direksi Perseroan [],ASII,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/bf2239c582_2a7a0801ec.pdf,20251013_ASII_Laporan Informasi dan Fakta Material_31967137_lamp1.pdf,,,,,,,,
"28 Okt 2025
					16:39:24",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/34a8146d7c_c3907863d1.pdf,Pemanggilan Rapat Umum Pemegang Saham Luar Biasa [],ASII,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/6ab96faa7c_7a76cef8a5.pdf,20251028_ASII_Pemanggilan RUPS_31980132_lamp3.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/bed505b282_059cea455a.pdf,20251028_ASII_Pemanggilan RUPS_31980132_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/ea4416f5b4_07a108fb76.pdf,20251028_ASII_Pemanggilan RUPS_31980132_lamp2.pdf,,,,
"31 Okt 2025
					16:02:04",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220145203-57686-0/FinancialStatement-2025-III-ASII.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],ASII,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220145203-57686-0/Astra%20Account%20September%202025.pdf,Astra Account September 2025.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220145203-57686-0/FinancialStatement-2025-III-ASII.xlsx,FinancialStatement-2025-III-ASII.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220145203-57686-0/inlineXBRL.zip,inlineXBRL.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220145203-57686-0/instance.zip,instance.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220145203-57686-0/LACC-%20245%20-%20Report%20to%20OJK%200925.pdf,LACC- 245 - Report to OJK 0925.pdf
"31 Okt 2025
					17:23:07",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/25403e76dc_ab3cf73263.pdf,Penyampaian Laporan Keuangan [],ASII,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/c35ee2d394_7469846b61.pdf,20251031_ASII_Laporan Informasi dan Fakta Material_31981265_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/d34d76c6cd_a306478c9c.pdf,20251031_ASII_Laporan Informasi dan Fakta Material_31981265_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/fbaab1dbd5_0a59409357.pdf,20251031_ASII_Laporan Informasi dan Fakta Material_31981265_lamp3.pdf,,,,
"31 Okt 2025
					17:40:46",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/be4fffe05b_b9ed03dfdc.pdf,Rencana Pembelian Kembali Saham dalam Kondisi Pasar Yang Berfluktuasi Secara Signifikan  [],ASII,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/5238903b78_b2784d0e99.pdf,20251031_ASII_Laporan Informasi dan Fakta Material_31981228_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/83cb36b73d_a6e581d470.pdf,20251031_ASII_Laporan Informasi dan Fakta Material_31981228_lamp2.pdf,,,,,,
"03 Okt 2025
					16:13:27",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/6aae23878b_4a7d88c2b5.pdf,Laporan Bulanan Registrasi Pemegang Efek [],BBCA,,,,,,,,,,
"06 Okt 2025
					16:59:51",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/36dfd42fa8_0ba8b27286.pdf,Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],BBCA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f1600317f2_33c14105b7.pdf,20251006_BBCA_Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka_31964775_lamp1.pdf,,,,,,,,
"20 Okt 2025
					16:21:17",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/5559c02b3d_9a6f5de769.pdf,Rencana Pembelian Kembali Saham dalam Kondisi Pasar yang Berfluktuasi secara Signifikan [],BBCA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/5affbc1809_431027fa25.pdf,20251020_BBCA_Laporan Informasi dan Fakta Material_31978494_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/faeceea3dd_839e564005.pdf,20251020_BBCA_Laporan Informasi dan Fakta Material_31978494_lamp1.pdf,,,,,,
"20 Okt 2025
					16:36:02",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220142019-57513-0/FinancialStatement-2025-III-BBCA.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],BBCA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220142019-57513-0/FinancialStatement-2025-III-BBCA.xlsx,FinancialStatement-2025-III-BBCA.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220142019-57513-0/inlineXBRL.zip,inlineXBRL.zip,,,,,,
"20 Okt 2025
					18:19:35",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/1cb5bc3f17_46d3ea221b.pdf,Penyampaian Materi pada Acara Indonesia Day 2025  [],BBCA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/3092e0f972_43c178fdc3.pdf,20251020_BBCA_Laporan Informasi dan Fakta Material_31978562_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f734569dcc_bcc9786acf.pdf,20251020_BBCA_Laporan Informasi dan Fakta Material_31978562_lamp1.pdf,,,,,,
"20 Okt 2025
					18:24:52",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/3b6a2f613b_3fd961fb45.pdf,"Penyampaian Press Release terkait Informasi Ringkasan Kinerja Keuangan Kuartal III Tahun 2025 (unaudited) PT Bank Central Asia Tbk (""Perseroan"") []",BBCA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/458d8f9ecf_22b25d0dd0.pdf,20251020_BBCA_Laporan Informasi dan Fakta Material_31978564_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/ba2c6e513d_65398b5428.pdf,20251020_BBCA_Laporan Informasi dan Fakta Material_31978564_lamp1.pdf,,,,,,
"21 Okt 2025
					16:23:09",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/9dda884e68_f3ea74e558.pdf,Penyampaian Bukti Iklan Informasi Laporan Keuangan Interim [],BBCA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/26481bba4a_c9a65d5618.pdf,20251021_BBCA_Penyampaian Bukti Iklan_31978624_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/6e15e82471_dc40ed17df.pdf,20251021_BBCA_Penyampaian Bukti Iklan_31978624_lamp1.pdf,,,,,,
"08 Okt 2025
					16:43:35",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/cc2a0256ca_a54e487542.pdf,Laporan Bulanan Registrasi Pemegang Efek [],BBNI,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/6616fba406_2d97b16812.pdf,20251008_BBNI_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31965849_lamp1.pdf,,,,,,,,
"10 Okt 2025
					18:25:45",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/938f9f333e_9ea188fdc1.pdf,Berakhirnya Jabatan Anggota Dewan Komisaris Perseroan [],BBNI,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/81eb56cc1f_be4c5ab0fd.pdf,20251010_BBNI_Laporan Informasi dan Fakta Material_31966877_lamp1.pdf,,,,,,,,
"16 Okt 2025
					19:10:54",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/86b7809929_b4b3875e95.pdf,Laporan Tanggal Efektif Pengangkatan Anggota Dewan Komisaris PT Bank Negara Indonesia (Persero) Tbk [],BBNI,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f37de2d63f_090592a1dd.pdf,20251016_BBNI_Laporan Informasi dan Fakta Material_31967994_lamp1.pdf,,,,,,,,
"24 Okt 2025
					09:21:12",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220143146-57964-0/FinancialStatement-2025-III-BBNI.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],BBNI,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220143146-57964-0/Ceklist%20LFR_30%20Sept%202025_Optimized.pdf,Ceklist LFR_30 Sept 2025_Optimized.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220143146-57964-0/FinancialStatement-2025-III-BBNI.xlsx,FinancialStatement-2025-III-BBNI.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220143146-57964-0/inlineXBRL.zip,inlineXBRL.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220143146-57964-0/instance.zip,instance.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220143146-57964-0/LKFS%20BNI_Bilingual_30_Sep_2025_Released.pdf,LKFS BNI_Bilingual_30_Sep_2025_Released.pdf
"24 Okt 2025
					16:44:32",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/3f35cbcb99_dbc638a5d6.pdf,Penyampaian Bukti Iklan Informasi Laporan Keuangan Interim [],BBNI,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/bf9b864d69_9216d83966.pdf,20251024_BBNI_Penyampaian Bukti Iklan_31979573_lamp1.pdf,,,,,,,,
"24 Okt 2025
					16:48:27",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/9c419e2189_a4e21e79a1.pdf,Perseroan menyelenggarakan Earnings Call Kinerja 30 September 2025 [],BBNI,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/02c04548a9_f9940c3596.pdf,20251024_BBNI_Laporan Informasi dan Fakta Material_31979533_lamp1.pdf,,,,,,,,
"10 Okt 2025
					17:32:19",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/d25a0b949c_4a27cc96db.pdf,Laporan Bulanan Registrasi Pemegang Efek [],BBRI,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/9b5a594939_adf095d146.pdf,20251010_BBRI_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31966723_lamp1.pdf,,,,,,,,
"16 Okt 2025
					19:01:15",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/e191585b42_fcd99a8144.pdf,Jatuh Tempo Obligasi / Sukuk Korporasi [],BBRI,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f2e279386a_515c760918.pdf,20251016_BBRI_Pengumuman Jatuh Tempo Obligasi dan Sukuk_31967861_lamp1.pdf,,,,,,,,
"30 Okt 2025
					18:17:07",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/71fd46873b_88c7d38ed7.pdf,Penyampaian Materi Kinerja Keuangan BRI Triwulan III Tahun 2025  [],BBRI,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/ea6cf84f77_c8f7b2e125.pdf,20251030_BBRI_Laporan Informasi dan Fakta Material_31980945_lamp1.pdf,,,,,,,,
"30 Okt 2025
					18:17:38",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220144836-57957-0/FinancialStatement-2025-III-BBRI.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],BBRI,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220144836-57957-0/BEI.pdf,BEI.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220144836-57957-0/BRI_Billingual_Konsol_30%20September%202025%20Released.pdf,BRI_Billingual_Konsol_30 September 2025 Released.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220144836-57957-0/Checklist%20Bapepam%20September%202025.pdf,Checklist Bapepam September 2025.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220144836-57957-0/FinancialStatement-2025-III-BBRI.xlsx,FinancialStatement-2025-III-BBRI.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220144836-57957-0/inlineXBRL.zip,inlineXBRL.zip
"31 Okt 2025
					17:26:28",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/6ee5c7dbb5_bdfdf64e7c.pdf,Penyampaian Bukti Iklan Informasi Laporan Keuangan Interim [],BBRI,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/32a3e0253a_c50f703286.pdf,20251031_BBRI_Penyampaian Bukti Iklan_31981207_lamp5.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/515bf77a4a_1d8ffc0d52.pdf,20251031_BBRI_Penyampaian Bukti Iklan_31981207_lamp4.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/7172780c37_7046acef43.pdf,20251031_BBRI_Penyampaian Bukti Iklan_31981207_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/a31cf67b84_217f3bdfb4.pdf,20251031_BBRI_Penyampaian Bukti Iklan_31981207_lamp3.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/a5e829ace3_5695ca8a6e.pdf,20251031_BBRI_Penyampaian Bukti Iklan_31981207_lamp7.pdf
"31 Okt 2025
					17:30:23",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/8fd04b6607_6e1d65d656.pdf,Laporan Kesiapan Dana Pelunasan MTN Bank BRI Tahun 2022 Seri B [],BBRI,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/74e687cbe2_596b225b9f.pdf,20251031_BBRI_Laporan Informasi dan Fakta Material_31981282_lamp1.pdf,,,,,,,,
"09 Okt 2025
					17:01:24",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/979b35a821_4575b1ad78.pdf,Laporan Bulanan Registrasi Pemegang Efek [],BBTN,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/9344fc5dee_9432d4fd3f.pdf,20251008_BBTN_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31965712_lamp1.pdf,,,,,,,,
